github.com/asaskevich/govalidator,https://github.com/asaskevich/govalidator/blob/a9d515a09cc2/LICENSE,MIT,Copyright (c) 2014-2020 Alex Saskevich
github.com/blang/semver,https://github.com/blang/semver/blob/v3.5.1/LICENSE,MIT,Copyright (c) 2014 Benedikt Lang <github at benediktlang.de>
github.com/cyberphone/json-canonicalization/go/src/webpki.org/jsoncanonicalizer,https://github.com/cyberphone/json-canonicalization/blob/ba74d44ecf5f/LICENSE,Apache-2.0,Copyright 2018 Anders Rundgren
github.com/digitorus/pkcs7,https://github.com/digitorus/pkcs7/blob/3a137a874352/LICENSE,MIT,Copyright (c) 2015 Andrew Smith
github.com/digitorus/timestamp,https://github.com/digitorus/timestamp/blob/220c5c2851b7/LICENSE,BSD-2-Clause,"Copyright (c) 2017, Digitorus B.V."
github.com/fsnotify/fsnotify,https://github.com/fsnotify/fsnotify/blob/v1.8.0/LICENSE,BSD-3-Clause, Copyright © 2012 The Go Authors. All rights reserved. Copyright © fsnotify Authors. All rights reserved.
github.com/go-chi/chi,https://github.com/go-chi/chi/blob/v4.1.2/LICENSE,MIT,"Copyright (c) 2015-present Peter Kieltyka (https://github.com/pkieltyka), Google Inc."
github.com/go-jose/go-jose/v4,https://github.com/go-jose/go-jose/blob/v4.0.4/LICENSE,Apache-2.0,Copyright (c) The go-jose Authors.
github.com/go-jose/go-jose/v4/json,https://github.com/go-jose/go-jose/blob/v4.0.4/json/LICENSE,BSD-3-Clause,Copyright (c) 2012 The Go Authors. All rights reserved.
github.com/go-logr/logr,https://github.com/go-logr/logr/blob/v1.4.2/LICENSE,Apache-2.0,Copyright (c) The go-logr Authors.
github.com/go-logr/stdr,https://github.com/go-logr/stdr/blob/v1.2.2/LICENSE,Apache-2.0,Copyright (c) The go-logr Authors.
github.com/go-openapi/analysis,https://github.com/go-openapi/analysis/blob/v0.23.0/LICENSE,Apache-2.0,Copyright (c) The go-openapi Authors.
github.com/go-openapi/errors,https://github.com/go-openapi/errors/blob/v0.22.0/LICENSE,Apache-2.0,Copyright (c) The go-openapi Authors.
github.com/go-openapi/jsonpointer,https://github.com/go-openapi/jsonpointer/blob/v0.21.0/LICENSE,Apache-2.0,Copyright (c) The go-openapi Authors.
github.com/go-openapi/jsonreference,https://github.com/go-openapi/jsonreference/blob/v0.21.0/LICENSE,Apache-2.0,Copyright (c) The go-openapi Authors.
github.com/go-openapi/loads,https://github.com/go-openapi/loads/blob/v0.22.0/LICENSE,Apache-2.0,Copyright (c) The go-openapi Authors.
github.com/go-openapi/runtime,https://github.com/go-openapi/runtime/blob/v0.28.0/LICENSE,Apache-2.0,Copyright (c) The go-openapi Authors.
github.com/go-openapi/runtime/middleware/denco,https://github.com/go-openapi/runtime/blob/v0.28.0/middleware/denco/LICENSE,MIT,Copyright (c) 2014 Naoya Inada <naoina@kuune.org>
github.com/go-openapi/spec,https://github.com/go-openapi/spec/blob/v0.21.0/LICENSE,Apache-2.0,Copyright (c) The go-openapi Authors.
github.com/go-openapi/strfmt,https://github.com/go-openapi/strfmt/blob/v0.23.0/LICENSE,Apache-2.0,Copyright (c) The go-openapi Authors.
github.com/go-openapi/swag,https://github.com/go-openapi/swag/blob/v0.23.0/LICENSE,Apache-2.0,Copyright (c) The go-openapi Authors.
github.com/go-openapi/validate,https://github.com/go-openapi/validate/blob/v0.24.0/LICENSE,Apache-2.0,Copyright (c) The go-openapi Authors.
github.com/google/certificate-transparency-go,https://github.com/google/certificate-transparency-go/blob/v1.3.0/LICENSE,Apache-2.0,Copyright (c) The Google certificate-transparency-go Authors.
